i,j,AR,area
21,19,1.62642,0.00015491
21,20,1.65768,0.000157859
21,21,1.68895,0.000160809
21,22,1.72021,0.000163758
21,23,1.75148,0.000166707
21,24,1.78274,0.000169656
21,25,1.81401,0.000172605
21,26,1.84528,0.000175554
21,27,1.87655,0.000178503
21,28,1.90782,0.000181452
21,29,1.9391,0.000184402
21,30,1.97037,0.000187351
21,31,2.00164,0.0001903
21,32,2.03292,0.000193249
21,33,2.0642,0.000196198
21,34,2.09548,0.000199147
21,35,2.12675,0.000202096
21,36,2.15803,0.000205046
21,37,2.18931,0.000207995
21,38,2.22059,0.000210944
21,39,2.25187,0.000213893
21,40,2.28316,0.000216842
21,41,2.31444,0.000219791
21,42,2.34572,0.00022274
21,43,2.37701,0.000225689
21,44,2.40829,0.000228639
21,45,2.43958,0.000231588
21,46,2.47086,0.000234537
21,47,2.50215,0.000237486
21,48,2.53343,0.000240435
21,49,2.56472,0.000243384
21,50,2.59601,0.000246333
21,51,2.62729,0.000249282
21,52,2.65858,0.000252232
21,53,2.68987,0.000255181
21,54,2.72116,0.00025813
21,55,2.75245,0.000261079
21,56,2.78374,0.000264028
21,57,2.81503,0.000266977
21,58,2.84632,0.000269926
21,59,2.87761,0.000272876
21,60,2.9089,0.000275825
21,61,2.94019,0.000278774
21,62,2.97148,0.000281723
21,63,3.00278,0.000284672
21,64,3.03407,0.000287621
21,65,3.06536,0.00029057
21,66,3.09665,0.000293519
21,67,3.12795,0.000296469
21,68,3.15924,0.000299418
21,69,3.19053,0.000302367
21,70,3.22183,0.000305316
21,71,3.25312,0.000308265
21,72,3.28441,0.000311214
21,73,3.31571,0.000314163
21,74,3.347,0.000317113
21,75,3.3783,0.000320062
21,76,3.40959,0.000323011
21,77,3.44089,0.00032596
21,78,3.47218,0.000328909
21,79,3.50348,0.000331858
21,80,3.53477,0.000334807
21,81,3.56607,0.000337756
21,82,3.59736,0.000340706
21,83,3.62866,0.000343655
21,84,3.65996,0.000346604
21,85,3.69125,0.000349553
21,86,3.72255,0.000352502
21,87,3.75385,0.000355451
21,88,3.78514,0.0003584
21,89,3.81644,0.00036135
21,90,3.84774,0.000364299
21,91,3.87903,0.000367248
21,92,3.91033,0.000370197
21,93,3.94163,0.000373146
21,94,3.97293,0.000376095
21,95,4.00422,0.000379044
21,96,4.03552,0.000381993
21,97,4.06682,0.000384943
21,98,4.09812,0.000387892
21,99,4.12942,0.000390841
22,0,1.03097,9.90196e-05
22,1,1.06199,0.000101954
22,2,1.093,0.000104889
22,3,1.12401,0.000107824
22,4,1.15503,0.000110759
22,5,1.18604,0.000113693
22,6,1.21706,0.000116628
22,7,1.24808,0.000119563
22,8,1.27909,0.000122498
22,9,1.31011,0.000125432
22,10,1.34113,0.000128367
22,11,1.37215,0.000131302
22,12,1.40317,0.000134236
22,13,1.43419,0.000137171
22,14,1.46521,0.000140106
22,15,1.49624,0.000143041
22,16,1.52726,0.000145975
22,17,1.55828,0.00014891
22,18,1.5893,0.000151845
22,19,1.62033,0.00015478
22,20,1.65135,0.000157714
22,21,1.68237,0.000160649
22,22,1.7134,0.000163584
22,23,1.74442,0.000166519
22,24,1.77544,0.000169453
22,25,1.80647,0.000172388
22,26,1.83749,0.000175323
22,27,1.86852,0.000178258
22,28,1.89954,0.000181192
22,29,1.93057,0.000184127
22,30,1.9616,0.000187062
22,31,1.99262,0.000189997
22,32,2.02365,0.000192931
22,33,2.05467,0.000195866
22,34,2.0857,0.000198801
22,35,2.11673,0.000201736
22,36,2.14775,0.00020467
22,37,2.17878,0.000207605
22,38,2.20981,0.00021054
22,39,2.24083,0.000213475
22,40,2.27186,0.000216409
22,41,2.30289,0.000219344
22,42,2.33392,0.000222279
22,43,2.36494,0.000225214
22,44,2.39597,0.000228148
22,45,2.427,0.000231083
22,46,2.45803,0.000234018
22,47,2.48905,0.000236952
22,48,2.52008,0.000239887
22,49,2.55111,0.000242822
22,50,2.58214,0.000245757
22,51,2.61317,0.000248691
22,52,2.64419,0.000251626
22,53,2.67522,0.000254561
22,54,2.70625,0.000257496
22,55,2.73728,0.00026043
22,56,2.76831,0.000263365
22,57,2.79934,0.0002663
22,58,2.83036,0.000269235
22,59,2.86139,0.000272169
22,60,2.89242,0.000275104
22,61,2.92345,0.000278039
22,62,2.95448,0.000280974
22,63,2.98551,0.000283908
22,64,3.01654,0.000286843
22,65,3.04757,0.000289778
22,66,3.07859,0.000292713
22,67,3.10962,0.000295647
22,68,3.14065,0.000298582
22,69,3.17168,0.000301517
22,70,3.20271,0.000304452
22,71,3.23374,0.000307386
22,72,3.26477,0.000310321
22,73,3.2958,0.000313256
22,74,3.32683,0.000316191
22,75,3.35786,0.000319125
22,76,3.38889,0.00032206
22,77,3.41992,0.000324995
22,78,3.45095,0.00032793
22,79,3.48198,0.000330864
22,80,3.51301,0.000333799
22,81,3.54403,0.000336734
22,82,3.57506,0.000339669
22,83,3.60609,0.000342603
22,84,3.63712,0.000345538
22,85,3.66815,0.000348473
22,86,3.69918,0.000351407
22,87,3.73021,0.000354342
22,88,3.76124,0.000357277
22,89,3.79227,0.000360212
22,90,3.8233,0.000363146
22,91,3.85433,0.000366081
22,92,3.88536,0.000369016
22,93,3.91639,0.000371951
22,94,3.94742,0.000374885
22,95,3.97845,0.00037782
22,96,4.00948,0.000380755
22,97,4.04051,0.00038369
22,98,4.07154,0.000386624
22,99,4.10257,0.000389559
23,0,1.02967,9.90275e-05
23,1,1.06053,0.000101953
23,2,1.0914,0.000104878
23,3,1.12226,0.000107803
23,4,1.15312,0.000110729
23,5,1.18399,0.000113654
23,6,1.21485,0.000116579
23,7,1.24572,0.000119504
23,8,1.27658,0.00012243
23,9,1.30745,0.000125355
23,10,1.33831,0.00012828
23,11,1.36917,0.000131206
23,12,1.40004,0.000134131
23,13,1.4309,0.000137056
23,14,1.46177,0.000139981
23,15,1.49263,0.000142907
23,16,1.5235,0.000145832
23,17,1.55436,0.000148757
23,18,1.58523,0.000151683
23,19,1.61609,0.000154608
23,20,1.64696,0.000157533
23,21,1.67782,0.000160458
23,22,1.70869,0.000163384
23,23,1.73955,0.000166309
23,24,1.77042,0.000169234
23,25,1.80128,0.00017216
23,26,1.83215,0.000175085
23,27,1.86302,0.00017801
23,28,1.89388,0.000180935
23,29,1.92475,0.000183861
23,30,1.95561,0.000186786
23,31,1.98648,0.000189711
23,32,2.01734,0.000192636
23,33,2.04821,0.000195562
23,34,2.07907,0.000198487
23,35,2.10994,0.000201412
23,36,2.1408,0.000204338
23,37,2.17167,0.000207263
23,38,2.20254,0.000210188
23,39,2.2334,0.000213113
23,40,2.26427,0.000216039
23,41,2.29513,0.000218964
23,42,2.326,0.000221889
23,43,2.35686,0.000224815
23,44,2.38773,0.00022774
23,45,2.41859,0.000230665
23,46,2.44946,0.00023359
23,47,2.48033,0.000236516
23,48,2.51119,0.000239441
23,49,2.54206,0.000242366
23,50,2.57292,0.000245291
23,51,2.60379,0.000248217
23,52,2.63465,0.000251142
23,53,2.66552,0.000254067
23,54,2.69639,0.000256993
23,55,2.72725,0.000259918
23,56,2.75812,0.000262843
23,57,2.78898,0.000265768
23,58,2.81985,0.000268694
23,59,2.85071,0.000271619
23,60,2.88158,0.000274544
23,61,2.91245,0.00027747
23,62,2.94331,0.000280395
23,63,2.97418,0.00028332
23,64,3.00504,0.000286245
23,65,3.03591,0.000289171
23,66,3.06677,0.000292096
23,67,3.09764,0.000295021
23,68,3.12851,0.000297947
23,69,3.15937,0.000300872
23,70,3.19024,0.000303797
23,71,3.2211,0.000306722
23,72,3.25197,0.000309648
23,73,3.28283,0.000312573
23,74,3.3137,0.000315498
23,75,3.34457,0.000318423
23,76,3.37543,0.000321349
23,77,3.4063,0.000324274
23,78,3.43716,0.000327199
23,79,3.46803,0.000330125
23,80,3.49889,0.00033305
23,81,3.52976,0.000335975
23,82,3.56063,0.0003389
23,83,3.59149,0.000341826
23,84,3.62236,0.000344751
23,85,3.65322,0.000347676
23,86,3.68409,0.000350602
23,87,3.71496,0.000353527
23,88,3.74582,0.000356452
23,89,3.77669,0.000359377
23,90,3.80755,0.000362303
23,91,3.83842,0.000365228
23,92,3.86929,0.000368153
23,93,3.90015,0.000371079
23,94,3.93102,0.000374004
23,95,3.96188,0.000376929
23,96,3.99275,0.000379854
23,97,4.02361,0.00038278
23,98,4.05448,0.000385705
23,99,4.08535,0.00038863
24,0,1.02904,9.89038e-05
24,1,1.0598,0.000101824
24,2,1.09055,0.000104745
24,3,1.12131,0.000107666
24,4,1.15207,0.000110586
24,5,1.18283,0.000113507
24,6,1.2136,0.000116427
24,7,1.24436,0.000119348
24,8,1.27513,0.000122269
24,9,1.3059,0.000125189
24,10,1.33667,0.00012811
24,11,1.36745,0.00013103
24,12,1.39822,0.000133951
24,13,1.429,0.000136871
24,14,1.45978,0.000139792
24,15,1.49056,0.000142713
24,16,1.52134,0.000145633
24,17,1.55212,0.000148554
24,18,1.5829,0.000151474
24,19,1.61368,0.000154395
24,20,1.64447,0.000157316
24,21,1.67525,0.000160236
24,22,1.70604,0.000163157
24,23,1.73682,0.000166077
24,24,1.76761,0.000168998
24,25,1.7984,0.000171919
24,26,1.82918,0.000174839
24,27,1.85997,0.00017776
24,28,1.89076,0.00018068
24,29,1.92155,0.000183601
24,30,1.95234,0.000186521
24,31,1.98313,0.000189442
24,32,2.01392,0.000192363
24,33,2.04472,0.000195283
24,34,2.07551,0.000198204
24,35,2.1063,0.000201124
24,36,2.13709,0.000204045
24,37,2.16789,0.000206966
24,38,2.19868,0.000209886
24,39,2.22948,0.000212807
24,40,2.26027,0.000215727
24,41,2.29106,0.000218648
24,42,2.32186,0.000221569
24,43,2.35265,0.000224489
24,44,2.38345,0.00022741
24,45,2.41425,0.00023033
24,46,2.44504,0.000233251
24,47,2.47584,0.000236171
24,48,2.50664,0.000239092
24,49,2.53743,0.000242013
24,50,2.56823,0.000244933
24,51,2.59903,0.000247854
24,52,2.62982,0.000250774
24,53,2.66062,0.000253695
24,54,2.69142,0.000256616
24,55,2.72222,0.000259536
24,56,2.75302,0.000262457
24,57,2.78381,0.000265377
24,58,2.81461,0.000268298
24,59,2.84541,0.000271219
24,60,2.87621,0.000274139
24,61,2.90701,0.00027706
24,62,2.93781,0.00027998
24,63,2.96861,0.000282901
24,64,2.99941,0.000285822
24,65,3.03021,0.000288742
24,66,3.06101,0.000291663
24,67,3.09181,0.000294583
24,68,3.12261,0.000297504
24,69,3.15341,0.000300424
24,70,3.18421,0.000303345
24,71,3.21501,0.000306266
24,72,3.24581,0.000309186
24,73,3.27661,0.000312107
24,74,3.30741,0.000315027
24,75,3.33821,0.000317948
24,76,3.36901,0.000320869
24,77,3.39981,0.000323789
24,78,3.43061,0.00032671
24,79,3.46141,0.00032963
24,80,3.49221,0.000332551
24,81,3.52302,0.000335472
24,82,3.55382,0.000338392
24,83,3.58462,0.000341313
24,84,3.61542,0.000344233
24,85,3.64622,0.000347154
24,86,3.67702,0.000350074
24,87,3.70783,0.000352995
24,88,3.73863,0.000355916
24,89,3.76943,0.000358836
24,90,3.80023,0.000361757
24,91,3.83103,0.000364677
24,92,3.86184,0.000367598
24,93,3.89264,0.000370519
24,94,3.92344,0.000373439
24,95,3.95424,0.00037636
24,96,3.98504,0.00037928
24,97,4.01585,0.000382201
24,98,4.04665,0.000385122
24,99,4.07745,0.000388042
25,0,1.02909,9.86515e-05
25,1,1.05977,0.000101572
25,2,1.09045,0.000104493
25,3,1.12115,0.000107413
25,4,1.15185,0.000110334
25,5,1.18256,0.000113254
25,6,1.21328,0.000116175
25,7,1.244,0.000119096
25,8,1.27473,0.000122016
25,9,1.30547,0.000124937
25,10,1.33621,0.000127857
25,11,1.36696,0.000130778
25,12,1.39771,0.000133699
25,13,1.42846,0.000136619
25,14,1.45922,0.00013954
25,15,1.48998,0.00014246
25,16,1.52075,0.000145381
25,17,1.55152,0.000148302
25,18,1.58229,0.000151222
25,19,1.61307,0.000154143
25,20,1.64385,0.000157063
25,21,1.67463,0.000159984
25,22,1.70541,0.000162904
25,23,1.7362,0.000165825
25,24,1.76699,0.000168746
25,25,1.79778,0.000171666
25,26,1.82857,0.000174587
25,27,1.85936,0.000177507
25,28,1.89016,0.000180428
25,29,1.92096,0.000183349
25,30,1.95175,0.000186269
25,31,1.98256,0.00018919
25,32,2.01336,0.00019211
25,33,2.04416,0.000195031
25,34,2.07497,0.000197952
25,35,2.10577,0.000200872
25,36,2.13658,0.000203793
25,37,2.16739,0.000206713
25,38,2.1982,0.000209634
25,39,2.22901,0.000212554
25,40,2.25982,0.000215475
25,41,2.29064,0.000218396
25,42,2.32145,0.000221316
25,43,2.35227,0.000224237
25,44,2.38308,0.000227157
25,45,2.4139,0.000230078
25,46,2.44472,0.000232999
25,47,2.47553,0.000235919
25,48,2.50635,0.00023884
25,49,2.53717,0.00024176
25,50,2.56799,0.000244681
25,51,2.59882,0.000247602
25,52,2.62964,0.000250522
25,53,2.66046,0.000253443
25,54,2.69128,0.000256363
25,55,2.72211,0.000259284
25,56,2.75293,0.000262204
25,57,2.78376,0.000265125
25,58,2.81458,0.000268046
25,59,2.84541,0.000270966
25,60,2.87623,0.000273887
25,61,2.90706,0.000276807
25,62,2.93789,0.000279728
25,63,2.96872,0.000282649
25,64,2.99955,0.000285569
25,65,3.03037,0.00028849
25,66,3.0612,0.00029141
25,67,3.09203,0.000294331
25,68,3.12286,0.000297252
25,69,3.15369,0.000300172
25,70,3.18453,0.000303093
25,71,3.21536,0.000306013
25,72,3.24619,0.000308934
25,73,3.27702,0.000311855
25,74,3.30785,0.000314775
25,75,3.33868,0.000317696
25,76,3.36952,0.000320616
25,77,3.40035,0.000323537
25,78,3.43118,0.000326457
25,79,3.46202,0.000329378
25,80,3.49285,0.000332299
25,81,3.52369,0.000335219
25,82,3.55452,0.00033814
25,83,3.58536,0.00034106
25,84,3.61619,0.000343981
25,85,3.64703,0.000346902
25,86,3.67786,0.000349822
25,87,3.7087,0.000352743
25,88,3.73953,0.000355663
25,89,3.77037,0.000358584
25,90,3.80121,0.000361505
25,91,3.83204,0.000364425
25,92,3.86288,0.000367346
25,93,3.89372,0.000370266
25,94,3.92455,0.000373187
25,95,3.95539,0.000376107
25,96,3.98623,0.000379028
25,97,4.01707,0.000381949
25,98,4.04791,0.000384869
25,99,4.07874,0.00038779
26,0,1.02981,9.82734e-05
26,1,1.06045,0.000101199
26,2,1.09111,0.000104124
26,3,1.12178,0.000107049
26,4,1.15247,0.000109974
26,5,1.18318,0.0001129
26,6,1.21391,0.000115825
26,7,1.24464,0.00011875
26,8,1.27539,0.000121676
26,9,1.30615,0.000124601
26,10,1.33692,0.000127526
26,11,1.36771,0.000130451
26,12,1.3985,0.000133377
26,13,1.4293,0.000136302
26,14,1.46011,0.000139227
26,15,1.49092,0.000142152
26,16,1.52175,0.000145078
26,17,1.55258,0.000148003
26,18,1.58341,0.000150928
26,19,1.61426,0.000153853
26,20,1.64511,0.000156779
26,21,1.67596,0.000159704
26,22,1.70682,0.000162629
26,23,1.73768,0.000165554
26,24,1.76855,0.00016848
26,25,1.79943,0.000171405
26,26,1.8303,0.00017433
26,27,1.86119,0.000177256
26,28,1.89207,0.000180181
26,29,1.92296,0.000183106
26,30,1.95385,0.000186031
26,31,1.98475,0.000188957
26,32,2.01564,0.000191882
26,33,2.04655,0.000194807
26,34,2.07745,0.000197732
26,35,2.10836,0.000200658
26,36,2.13927,0.000203583
26,37,2.17018,0.000206508
26,38,2.20109,0.000209433
26,39,2.23201,0.000212359
26,40,2.26293,0.000215284
26,41,2.29385,0.000218209
26,42,2.32477,0.000221134
26,43,2.3557,0.00022406
26,44,2.38662,0.000226985
26,45,2.41755,0.00022991
26,46,2.44848,0.000232836
26,47,2.47941,0.000235761
26,48,2.51035,0.000238686
26,49,2.54128,0.000241611
26,50,2.57222,0.000244537
26,51,2.60316,0.000247462
26,52,2.6341,0.000250387
26,53,2.66504,0.000253312
26,54,2.69598,0.000256238
26,55,2.72692,0.000259163
26,56,2.75787,0.000262088
26,57,2.78881,0.000265013
26,58,2.81976,0.000267939
26,59,2.8507,0.000270864
26,60,2.88165,0.000273789
26,61,2.9126,0.000276714
26,62,2.94355,0.00027964
26,63,2.97451,0.000282565
26,64,3.00546,0.00028549
26,65,3.03641,0.000288415
26,66,3.06737,0.000291341
26,67,3.09832,0.000294266
26,68,3.12928,0.000297191
26,69,3.16023,0.000300117
26,70,3.19119,0.000303042
26,71,3.22215,0.000305967
26,72,3.25311,0.000308892
26,73,3.28407,0.000311818
26,74,3.31503,0.000314743
26,75,3.34599,0.000317668
26,76,3.37695,0.000320593
26,77,3.40791,0.000323519
26,78,3.43887,0.000326444
26,79,3.46984,0.000329369
26,80,3.5008,0.000332294
26,81,3.53177,0.00033522
26,82,3.56273,0.000338145
26,83,3.5937,0.00034107
26,84,3.62466,0.000343995
26,85,3.65563,0.000346921
26,86,3.6866,0.000349846
26,87,3.71757,0.000352771
26,88,3.74853,0.000355697
26,89,3.7795,0.000358622
26,90,3.81047,0.000361547
26,91,3.84144,0.000364472
26,92,3.87241,0.000367398
26,93,3.90338,0.000370323
26,94,3.93435,0.000373248
26,95,3.96532,0.000376173
26,96,3.99629,0.000379099
26,97,4.02727,0.000382024
26,98,4.05824,0.000384949
26,99,4.08921,0.000387874
27,0,1.03121,9.77717e-05
27,1,1.06184,0.000100706
27,2,1.09251,0.000103641
27,3,1.12321,0.000106576
27,4,1.15394,0.00010951
27,5,1.1847,0.000112445
27,6,1.21548,0.00011538
27,7,1.24629,0.000118314
27,8,1.27711,0.000121249
27,9,1.30796,0.000124184
27,10,1.33883,0.000127118
27,11,1.36971,0.000130053
27,12,1.40061,0.000132988
27,13,1.43152,0.000135922
27,14,1.46245,0.000138857
27,15,1.49339,0.000141792
27,16,1.52435,0.000144726
27,17,1.55531,0.000147661
27,18,1.58629,0.000150596
27,19,1.61727,0.00015353
27,20,1.64827,0.000156465
27,21,1.67928,0.0001594
27,22,1.71029,0.000162334
27,23,1.74131,0.000165269
27,24,1.77234,0.000168204
27,25,1.80338,0.000171138
27,26,1.83443,0.000174073
27,27,1.86548,0.000177008
27,28,1.89654,0.000179942
27,29,1.9276,0.000182877
27,30,1.95867,0.000185812
27,31,1.98975,0.000188746
27,32,2.02083,0.000191681
27,33,2.05192,0.000194616
27,34,2.08301,0.00019755
27,35,2.1141,0.000200485
27,36,2.1452,0.00020342
27,37,2.17631,0.000206354
27,38,2.20741,0.000209289
27,39,2.23853,0.000212224
27,40,2.26964,0.000215158
27,41,2.30076,0.000218093
27,42,2.33188,0.000221028
27,43,2.36301,0.000223962
27,44,2.39414,0.000226897
27,45,2.42527,0.000229832
27,46,2.45641,0.000232766
27,47,2.48754,0.000235701
27,48,2.51868,0.000238635
27,49,2.54983,0.00024157
27,50,2.58097,0.000244505
27,51,2.61212,0.000247439
27,52,2.64327,0.000250374
27,53,2.67442,0.000253309
27,54,2.70558,0.000256243
27,55,2.73673,0.000259178
27,56,2.76789,0.000262113
27,57,2.79905,0.000265047
27,58,2.83022,0.000267982
27,59,2.86138,0.000270917
27,60,2.89255,0.000273851
27,61,2.92371,0.000276786
27,62,2.95488,0.000279721
27,63,2.98606,0.000282655
27,64,3.01723,0.00028559
27,65,3.0484,0.000288525
27,66,3.07958,0.000291459
27,67,3.11075,0.000294394
27,68,3.14193,0.000297329
27,69,3.17311,0.000300263
27,70,3.20429,0.000303198
27,71,3.23548,0.000306133
27,72,3.26666,0.000309067
27,73,3.29785,0.000312002
27,74,3.32903,0.000314937
27,75,3.36022,0.000317871
27,76,3.39141,0.000320806
27,77,3.4226,0.000323741
27,78,3.45379,0.000326675
27,79,3.48498,0.00032961
27,80,3.51617,0.000332545
27,81,3.54736,0.000335479
27,82,3.57856,0.000338414
27,83,3.60975,0.000341349
27,84,3.64095,0.000344283
27,85,3.67214,0.000347218
27,86,3.70334,0.000350153
27,87,3.73454,0.000353087
27,88,3.76574,0.000356022
27,89,3.79694,0.000358957
27,90,3.82814,0.000361891
27,91,3.85934,0.000364826
27,92,3.89054,0.000367761
27,93,3.92175,0.000370695
27,94,3.95295,0.00037363
27,95,3.98416,0.000376565
27,96,4.01536,0.000379499
27,97,4.04657,0.000382434
27,98,4.07777,0.000385369
27,99,4.10898,0.000388303
28,0,1.03328,9.71486e-05
28,1,1.06395,0.000100097
28,2,1.09468,0.000103046
28,3,1.12545,0.000105995
28,4,1.15627,0.000108944
28,5,1.18713,0.000111893
28,6,1.21803,0.000114842
28,7,1.24896,0.000117791
28,8,1.27992,0.00012074
28,9,1.31092,0.000123689
28,10,1.34194,0.000126638
28,11,1.373,0.000129587
28,12,1.40407,0.000132535
28,13,1.43517,0.000135484
28,14,1.46629,0.000138433
28,15,1.49743,0.000141382
28,16,1.52859,0.000144331
28,17,1.55976,0.00014728
28,18,1.59096,0.000150229
28,19,1.62217,0.000153178
28,20,1.65339,0.000156127
28,21,1.68463,0.000159076
28,22,1.71588,0.000162024
28,23,1.74715,0.000164973
28,24,1.77842,0.000167922
28,25,1.80971,0.000170871
28,26,1.84101,0.00017382
28,27,1.87232,0.000176769
28,28,1.90364,0.000179718
28,29,1.93497,0.000182667
28,30,1.9663,0.000185616
28,31,1.99765,0.000188565
28,32,2.029,0.000191514
28,33,2.06036,0.000194462
28,34,2.09173,0.000197411
28,35,2.1231,0.00020036
28,36,2.15449,0.000203309
28,37,2.18587,0.000206258
28,38,2.21727,0.000209207
28,39,2.24867,0.000212156
28,40,2.28007,0.000215105
28,41,2.31148,0.000218054
28,42,2.3429,0.000221003
28,43,2.37432,0.000223952
28,44,2.40575,0.0002269
28,45,2.43718,0.000229849
28,46,2.46861,0.000232798
28,47,2.50005,0.000235747
28,48,2.53149,0.000238696
28,49,2.56294,0.000241645
28,50,2.59439,0.000244594
28,51,2.62585,0.000247543
28,52,2.6573,0.000250492
28,53,2.68876,0.000253441
28,54,2.72023,0.000256389
28,55,2.7517,0.000259338
28,56,2.78317,0.000262287
28,57,2.81464,0.000265236
28,58,2.84612,0.000268185
28,59,2.8776,0.000271134
28,60,2.90908,0.000274083
28,61,2.94056,0.000277032
28,62,2.97205,0.000279981
28,63,3.00354,0.00028293
28,64,3.03503,0.000285879
28,65,3.06653,0.000288827
28,66,3.09802,0.000291776
28,67,3.12952,0.000294725
28,68,3.16102,0.000297674
28,69,3.19253,0.000300623
28,70,3.22403,0.000303572
28,71,3.25554,0.000306521
28,72,3.28705,0.00030947
28,73,3.31856,0.000312419
28,74,3.35007,0.000315368
28,75,3.38158,0.000318316
28,76,3.4131,0.000321265
28,77,3.44461,0.000324214
28,78,3.47613,0.000327163
28,79,3.50765,0.000330112
28,80,3.53917,0.000333061
28,81,3.5707,0.00033601
28,82,3.60222,0.000338959
28,83,3.63375,0.000341908
28,84,3.66527,0.000344857
28,85,3.6968,0.000347806
28,86,3.72833,0.000350754
28,87,3.75986,0.000353703
28,88,3.79139,0.000356652
28,89,3.82293,0.000359601
28,90,3.85446,0.00036255
28,91,3.886,0.000365499
28,92,3.91753,0.000368448
28,93,3.94907,0.000371397
28,94,3.98061,0.000374346
28,95,4.01215,0.000377295
28,96,4.04369,0.000380244
28,97,4.07523,0.000383192
28,98,4.10677,0.000386141
28,99,4.13832,0.00038909
29,0,1.03605,9.64054e-05
29,1,1.0668,9.93736e-05
29,2,1.09762,0.000102342
29,3,1.12852,0.00010531
29,4,1.15948,0.000108278
29,5,1.19049,0.000111246
29,6,1.22157,0.000114215
29,7,1.25269,0.000117183
29,8,1.28386,0.000120151
29,9,1.31507,0.000123119
29,10,1.34632,0.000126087
29,11,1.37761,0.000129056
29,12,1.40893,0.000132024
29,13,1.44029,0.000134992
29,14,1.47168,0.00013796
29,15,1.5031,0.000140928
29,16,1.53454,0.000143897
29,17,1.56601,0.000146865
29,18,1.5975,0.000149833
29,19,1.62902,0.000152801
29,20,1.66055,0.000155769
29,21,1.69211,0.000158737
29,22,1.72369,0.000161706
29,23,1.75528,0.000164674
29,24,1.78689,0.000167642
29,25,1.81852,0.00017061
29,26,1.85016,0.000173578
29,27,1.88182,0.000176547
29,28,1.91349,0.000179515
29,29,1.94517,0.000182483
29,30,1.97686,0.000185451
29,31,2.00857,0.000188419
29,32,2.04029,0.000191388
29,33,2.07202,0.000194356
29,34,2.10376,0.000197324
29,35,2.13551,0.000200292
29,36,2.16727,0.00020326
29,37,2.19904,0.000206229
29,38,2.23081,0.000209197
29,39,2.2626,0.000212165
29,40,2.29439,0.000215133
29,41,2.32619,0.000218101
29,42,2.358,0.00022107
29,43,2.38981,0.000224038
29,44,2.42163,0.000227006
29,45,2.45346,0.000229974
29,46,2.48529,0.000232942
29,47,2.51713,0.00023591
29,48,2.54898,0.000238879
29,49,2.58083,0.000241847
29,50,2.61269,0.000244815
29,51,2.64455,0.000247783
29,52,2.67642,0.000250751
29,53,2.70829,0.00025372
29,54,2.74016,0.000256688
29,55,2.77204,0.000259656
29,56,2.80393,0.000262624
29,57,2.83582,0.000265592
29,58,2.86771,0.000268561
29,59,2.89961,0.000271529
29,60,2.93151,0.000274497
29,61,2.96341,0.000277465
29,62,2.99532,0.000280433
29,63,3.02723,0.000283402
29,64,3.05915,0.00028637
29,65,3.09106,0.000289338
29,66,3.12298,0.000292306
29,67,3.15491,0.000295274
29,68,3.18683,0.000298243
29,69,3.21876,0.000301211
29,70,3.2507,0.000304179
29,71,3.28263,0.000307147
29,72,3.31457,0.000310115
29,73,3.34651,0.000313083
29,74,3.37845,0.000316052
29,75,3.4104,0.00031902
29,76,3.44234,0.000321988
29,77,3.47429,0.000324956
29,78,3.50624,0.000327924
29,79,3.5382,0.000330893
29,80,3.57015,0.000333861
29,81,3.60211,0.000336829
29,82,3.63407,0.000339797
29,83,3.66603,0.000342765
29,84,3.698,0.000345734
29,85,3.72996,0.000348702
29,86,3.76193,0.00035167
29,87,3.7939,0.000354638
29,88,3.82587,0.000357606
29,89,3.85784,0.000360575
29,90,3.88981,0.000363543
29,91,3.92179,0.000366511
29,92,3.95376,0.000369479
29,93,3.98574,0.000372447
29,94,4.01772,0.000375416
29,95,4.0497,0.000378384
29,96,4.08169,0.000381352
29,97,4.11367,0.00038432
29,98,4.14566,0.000387288
29,99,4.17764,0.000390256
30,0,1.03952,9.55432e-05
30,1,1.07039,9.8536e-05
30,2,1.10137,0.000101529
30,3,1.13244,0.000104522
30,4,1.16359,0.000107514
30,5,1.19483,0.000110507
30,6,1.22614,0.0001135
30,7,1.25751,0.000116493
30,8,1.28895,0.000119486
30,9,1.32045,0.000122478
30,10,1.35201,0.000125471
30,11,1.38361,0.000128464
30,12,1.41526,0.000131457
30,13,1.44696,0.00013445
30,14,1.4787,0.000137442
30,15,1.51048,0.000140435
30,16,1.54229,0.000143428
30,17,1.57414,0.000146421
30,18,1.60602,0.000149414
30,19,1.63793,0.000152407
30,20,1.66987,0.000155399
30,21,1.70183,0.000158392
30,22,1.73382,0.000161385
30,23,1.76584,0.000164378
30,24,1.79788,0.000167371
30,25,1.82994,0.000170363
30,26,1.86202,0.000173356
30,27,1.89412,0.000176349
30,28,1.92624,0.000179342
30,29,1.95837,0.000182335
30,30,1.99053,0.000185327
30,31,2.02269,0.00018832
30,32,2.05488,0.000191313
30,33,2.08708,0.000194306
30,34,2.11929,0.000197299
30,35,2.15152,0.000200291
30,36,2.18375,0.000203284
30,37,2.216,0.000206277
30,38,2.24827,0.00020927
30,39,2.28054,0.000212263
30,40,2.31282,0.000215255
30,41,2.34512,0.000218248
30,42,2.37742,0.000221241
30,43,2.40973,0.000224234
30,44,2.44205,0.000227227
30,45,2.47438,0.00023022
30,46,2.50672,0.000233212
30,47,2.53907,0.000236205
30,48,2.57142,0.000239198
30,49,2.60379,0.000242191
30,50,2.63615,0.000245184
